ID,utterances,IOB Slot tags
1120,what films has selena gomez been in,O O O B_cast I_cast O O
1121,find a movie with mel gibson,O O O O B_cast I_cast
1122,only mel gibson movies,O B_person I_person O
1123,find movies produced by paramount pictures,O O O O B_producer I_producer
1124,i want to see paramount movies,O O O O B_producer O
1125,i would like a list of paramount movies,O O O O O O B_producer O
1126,list some paramount produced films,O O B_producer O O
1127,show all movies by paramount,O O O O B_producer
1128,show me all the movies made by paramount,O O O O O O O B_producer
1129,show only paramount movies,O O B_producer O
1130,is there a list of movies about chess,O O O O O O O B_subject
1131,movies about chess,O O B_subject
1132,movies regarding the hobby of chess,O O O O O B_subject
1133,list some of the best world war 2 films,O O O O O B_subject I_subject I_subject O
1134,find movies about dogs,O O O B_subject
1135,find movies with a nc 17 only,O O O O B_mpaa_rating I_mpaa_rating O
1136,find me nc-17 movies,O O B_mpaa_rating O
1137,show me nc seventeen movies,O O B_mpaa_rating I_mpaa_rating O
1138,play movies from turkey,O O O B_country
1139,what movies have come out of turkey,O O O O O O B_country
1140,can i have a list of bruce lee produced movies,O O O O O O B_producer I_producer O O
1141,can you give me a list of movies produced by bruce lee,O O O O O O O O O O B_producer I_producer
1142,show me movies produced by bruce lee,O O O O O B_producer I_producer
1143,i want to see movies directed by michael bay,O O O O O O O B_director I_director
1144,what movies did michael bay direct,O O O B_director I_director O
1145,ed harris films,B_person I_person O
1146,show me all movies that star ed harris,O O O O O O B_cast I_cast
1147,more stuff about the movie go,O O O O O B_movie
1148,is parenthood a comedy,O B_movie O B_genre
1149,find movies produced by mel gibson,O O O O B_producer I_producer
1150,what movies has jerry bruckheimer produced,O O O B_producer I_producer O
1151,i want to see chinese movies,O O O O B_country O
1152,show me chinese movies,O O B_country O
1153,show me dramas from china,O O B_genre O B_country
1154,i want to watch a drama made in china,O O O O O B_genre O O B_country
1155,give me the best baseball movies,O O O O B_subject O
1156,list movies filmed in ireland,O O O O B_location
1157,list all the movies john travolta has done,O O O O B_person I_person O O
1158,columbia production company movies,B_producer O O O
1159,find me 20 th century fox films,O O B_producer I_producer I_producer I_producer O
1160,list of 20 th century fox films,O O B_producer I_producer I_producer I_producer O
1161,watch century fox movies,O B_producer I_producer O
1162,films produced by twentieth century fox,O O O B_producer I_producer I_producer
1163,find movies by twentieth century fox,O O O B_producer I_producer I_producer
1164,find twentieth century fox movies,O B_producer I_producer I_producer O
1165,search twentieth century fox,O B_producer I_producer I_producer
1166,show me movies by twentieth century fox,O O O O B_producer I_producer I_producer
1167,show me elvis movies,O O B_person O
1168,do you have any pg thirteen rated movies,O O O O B_mpaa_rating I_mpaa_rating O O
1169,show me pg thirteen movies,O O B_mpaa_rating I_mpaa_rating O
1170,what movies are rated pg thirteen,O O O O B_mpaa_rating I_mpaa_rating
1171,find pg thirteen movies,O B_mpaa_rating I_mpaa_rating O
1172,show me movies that are rated pg thirteen,O O O O O O B_mpaa_rating I_mpaa_rating
1173,list all movies rated pg-13,O O O O B_mpaa_rating
1174,find movies with pg-13 only,O O O B_mpaa_rating O
1175,i need to know names of some movies which have a rating of pg-13,O O O O O O O O O O O O O B_mpaa_rating
1176,i want to find pg-13 rated movies,O O O O B_mpaa_rating O O
1177,pg-13 movies,B_mpaa_rating O
1178,which movies are rated pg-13,O O O O B_mpaa_rating
1179,find a pg-13 movie,O O B_mpaa_rating O
1180,find me pg-13 movies,O O B_mpaa_rating O
1181,find movies that are rated pg-13,O O O O O B_mpaa_rating
1182,give me a list of some movies that have pg-13 rating,O O O O O O O O O B_mpaa_rating O
1183,i want to see a list of g rated movies,O O O O O O O B_mpaa_rating O O
1184,list g,O B_mpaa_rating
1185,what is a list of g movies,O O O O O B_mpaa_rating O
1186,are there any g movies out there right now,O O O B_mpaa_rating O O O O O
1187,find me movies rated g,O O O O B_mpaa_rating
1188,find movies only g,O O O B_mpaa_rating
1189,get me only g-rated movies,O O O B_mpaa_rating O
1190,i want a list of movies rated g,O O O O O O O B_mpaa_rating
1191,i want to see g -rated films now,O O O O B_mpaa_rating O O O
1192,i want to take my kids to a g movie,O O O O O O O O B_mpaa_rating O
1193,list of g movies,O O B_mpaa_rating O
1194,list rating g,O O B_mpaa_rating
1195,listing of g movies,O O B_mpaa_rating O
1196,look for movies rated g,O O O O B_mpaa_rating
1197,look up movies with a g rating,O O O O O B_mpaa_rating O
1198,play list g,O O B_mpaa_rating
1199,please select the option to search for g rated movies,O O O O O O O B_mpaa_rating O O
1200,rating g,O B_mpaa_rating
1201,search for movies rated g,O O O O B_mpaa_rating
1202,show me g rated movies,O O B_mpaa_rating O O
1203,show only g rated movies,O O B_mpaa_rating O O
1204,what available movies are rated g,O O O O O B_mpaa_rating
1205,what movies are currently playing that are rated g,O O O O O O O O B_mpaa_rating
1206,find me movies rated g,O O O O B_mpaa_rating
1207,find movies that are rated g,O O O O O B_mpaa_rating
1208,find movies with g rating,O O O B_mpaa_rating O
1209,g movies,B_mpaa_rating O
1210,it is hard to find a movie that is rated g anymore,O O O O O O O O O O B_mpaa_rating O
1211,list movies rated g,O O O B_mpaa_rating
1212,only movies rated g,O O O B_mpaa_rating
1213,rating g list,O B_mpaa_rating O
1214,show me g movies,O O B_mpaa_rating O
1215,there are several g movies,O O O B_mpaa_rating O
1216,appropriate for kids,O O O
1217,what movies can young children watch,O O O O O O
1218,watch pg and g movies,O B_mpaa_rating O B_mpaa_rating O
1219,did robert wise direct any other musical films,O B_director I_director O O O B_genre O
1220,find love stories,O B_subject O
1221,find love stories,O B_subject O
1222,show me a list of movies produced by mgm,O O O O O O O O B_producer
1223,movies from the uk,O O O B_country
1224,show me british films,O O B_country O
1225,list uk movies,O B_country O
1226,get films from the united kingdom,O O O O B_country I_country
1227,i want to watch a comedy made in norway,O O O O O B_genre O O B_country
1228,get me a list of movies that ron howard produce,O O O O O O O B_producer I_producer O
1229,ron howard movies produce list,B_producer I_producer O O O
1230,list movies directed by clint eastwood,O O O O B_director I_director
1231,show director clint eastwood movies,O O B_director I_director O
1232,what movies did clint eastwood direct,O O O B_director I_director O
1233,movies directed by clint eastwood,O O O B_director I_director
1234,list movies produced by sean penn,O O O O B_producer I_producer
1235,find movies about vietnam,O O O B_subject
1236,what movies has spielberg been a producer on,O O O B_producer O O O O
1237,i would like to select the option to search for movies produced by stephen spielberg,O O O O O O O O O O O O O O B_producer
1238,please list all movies that stephen spielberg produced,O O O O O O B_producer O
1239,select the option to search for movies produced by stephen spielberg,O O O O O O O O O O B_producer
1240,which productions are from stephen spilberg,O O O O B_producer I_producer
1241,find movies produced by steven spielberg,O O O O B_producer I_producer
1242,list steven spielberg produced movies,O B_producer I_producer O O
1243,show me movies produced by stephen spielberg,O O O O O B_producer I_producer
1244,was kevin james in hitch,O B_cast I_cast O B_movie
1245,was will smith in hitch,O B_cast I_cast O B_movie
1246,show me a list of disney movies,O O O O O B_producer O
1247,give me a list of some movies by producer walt disney,O O O O O O O O O B_producer I_producer
1248,list all movies that walt disney produced,O O O O B_producer I_producer O
1249,show all movies directed by ron howard,O O O O O B_director I_director
1250,what movies has ron howard directed,O O O B_director I_director O
1251,find movies by ron howard,O O O B_director I_director
1252,show movies directed by ron howard,O O O O B_director I_director
1253,find movies produced by brian glazer,O O O O B_producer I_producer
1254,list spielberg movies,O B_director O
1255,show spielberg movies,O B_director O
1256,what did spielberg direct,O O B_director O
1257,stephen spielberg movies,B_director I_director O
1258,filmography for steven spielberg,O O B_director I_director
1259,find movies directed by steven spielberg,O O O O B_director I_director
1260,find steven spielberg movies,O B_director I_director O
1261,i want to find movies directed by stephen speilberg,O O O O O O O B_director I_director
1262,list all steven spielberg movies,O O B_director I_director O
1263,please find the movies by steven spielberg,O O O O O B_director I_director
1264,show films by steven spielberg,O O O B_director I_director
1265,show steven spielberg movies,O B_director I_director O
1266,show steven spielberg movies,O B_director I_director O
1267,steven spielberg movies,B_director I_director O
1268,steven spielberg pictures,B_director I_director O
1269,what movies has steven spielberg done,O O O B_director I_director O
1270,find movies directed by steven spielberg,O O O O B_director I_director
1271,movie by steven spielberg,O O B_director I_director
1272,movie stuff for steven spielberg,O O O B_director I_director
1273,movies by steven spielberg,O O B_director I_director
1274,movies directed by steven spielberg,O O O B_director I_director
1275,can i see what movies steven spielberg has done,O O O O O B_director I_director O O
1276,can you find movies with steven spielberg,O O O O O B_director I_director
1277,spielberg movies,B_director O
1278,videos of steven spielberg,O O B_director I_director
1279,find a list of movies directed by spielberg,O O O O O O O B_director
1280,show me the movies that spielberg made,O O O O O B_director O
1281,can you please search for movies by steven spielberg,O O O O O O O B_director I_director
1282,find movies directed by stephen spielberg,O O O O B_director I_director
1283,find movies directed by stephen spielberg,O O O O B_director I_director
1284,i would like to search for movies directed by stephen spielberg,O O O O O O O O O B_director I_director
1285,list some movies directed by steven spielberg,O O O O O B_director I_director
1286,please find movies directed by stephen spielberg,O O O O O B_director I_director
1287,show me movies directed by steven spielberg,O O O O O B_director I_director
1288,show me the movies directed by steven spielberg,O O O O O O B_director I_director
1289,which movies are from stephen spielberg,O O O O B_director I_director
1290,gilda charles vidor,B_movie B_director I_director
1291,show me movie gilda by charles vidor,O O O B_movie O B_director I_director
1292,find some musical movies,O O B_genre O
1293,looking for a musical movie,O O O B_genre O
1294,show me a list of musicals,O O O O O B_genre
1295,find the movie hum tum,O O O B_movie I_movie
1296,find movies directed by eddie murphy,O O O O B_director I_director
1297,search movies by noah baumbach,O O O B_director I_director
1298,search chick flicks,O B_genre I_genre
1299,can you show me movies about war,O O O O O O B_subject
1300,show me some war themed movies,O O O B_subject O O
1301,show movies concerning war,O O O B_subject
1302,please list movies about war,O O O O B_subject
1303,list movies about war,O O O B_subject
1304,what movies are made by twentieth century fox television,O O O O O B_producer I_producer I_producer I_producer
1305,find movies directed by todd solondz,O O O O B_director I_director
1306,find me movies with hugh jackman,O O O O B_cast I_cast
1307,what ron howard movies are rated pg-13,O B_director I_director O O O B_mpaa_rating
1308,look for dramas made or shot in france,O O B_genre O O O O B_country
1309,find movies from france,O O O B_country
1310,i want to see movies from france,O O O O O O B_country
1311,movies from france,O O B_country
1312,what are all the movies to come out of france,O O O O O O O O O B_country
1313,give me a list of movies made in france,O O O O O O O O B_country
1314,i am looking for movies made in france,O O O O O O O B_country
1315,i want to see a list of movies that were made in france,O O O O O O O O O O O O B_country
1316,i would like to view any movies made in france,O O O O O O O O O B_country
1317,please show me movies made in france,O O O O O O B_country
1318,find movies from france,O O O B_country
1319,find movies from france,O O O B_country
1320,what movies were filmed in france,O O O O O B_country
1321,find french films,O B_country O
1322,find french movies,O B_country O
1323,find french movies,O B_country O
1324,french movies,B_country O
1325,i would like to see french movies,O O O O O B_country O
1326,list french movies,O B_country O
1327,look for french movies,O O B_country O
1328,look up french movies,O O B_country O
1329,show me french movies,O O B_country O
1330,show me only french foreign films,O O O B_country O O
1331,are there any french films showing,O O O B_country O O
1332,show me mystery movies,O O B_genre O
1333,find movies produced by disney pixar,O O O O O B_producer
1334,show me pixar films,O O B_producer O
1335,find movies produced by lucas films,O O O O B_producer O
1336,i would like to find movies starring the singer mario,O O O O O O O O B_cast I_cast
1337,look for movies starring the singer mario,O O O O O B_cast I_cast
1338,search for movies starring the singer mario,O O O O O B_cast I_cast
1339,bring up all diving movies,O O O B_subject O
1340,bring up all diving related movies,O O O B_subject O O
1341,show me all movies about diving,O O O O O B_subject
1342,show me diving movies,O O B_subject O
1343,sort in all diving movies,O O O B_subject O
1344,what is the plot of vulgaria,O O O O O B_movie
1345,find movies by mosfilm,O O O B_producer
1346,search for movies that were produced by mosfilm,O O O O O O O B_producer
1347,what films deal with immigrants in america,O O O O B_subject I_subject I_subject
1348,look for cher movies,O O B_person O
1349,show me cher movies,O O B_person O
1350,eva mendes films,B_person I_person O
1351,the god father,B_movie I_movie I_movie
1352,i need a list of tom hanks movies,O O O O O B_person I_person O
1353,i want to view only movies with tom hanks,O O O O O O O B_cast I_cast
1354,i want to watch movies with tom hanks,O O O O O O B_cast I_cast
1355,list tom hanks movies for me,O B_person I_person O O O
1356,movies with tom hanks,O O B_cast I_cast
1357,show me tom hanks movies,O O B_person I_person O
1358,show tom hanks movies,O B_person I_person O
1360,tom hanks movies,B_person I_person O
1361,watch tom hanks,O B_cast I_cast
1362,what other movies did tom hanks star in,O O O O B_cast I_cast O O
1363,find movies produced by morgan freeman,O O O O B_producer I_producer
1364,producer tom hanks movies,O B_producer I_producer O
1365,what did tom hanks produces,O O B_producer I_producer O
1366,find movies directed by oliver stone,O O O O B_director I_director
1367,find oliver stone directed movies,O B_director I_director O O
1368,i need movies directed by oliver stone,O O O O O B_director I_director
1369,please provide movies directed by oliver stone,O O O O O B_director I_director
1370,show movies directed by oliver stone,O O O O B_director I_director
1371,name all of the movies john singleton has directed,O O O O O B_director I_director O O
1372,what are all of the movies that john singleton has directed,O O O O O O O B_director I_director O O
1373,show me movies in greek,O O O O B_language
1374,are there any movies in greek,O O O O O B_language
1375,can i see all movies starring alan rickman,O O O O O O B_cast I_cast
1376,show me movies with alan rickman,O O O O B_cast I_cast
1377,show movies charlie sheen,O O B_person I_person
1378,funny pg thirteen movies,B_genre B_mpaa_rating I_mpaa_rating O
1379,find movies produced by albert ruddy,O O O O B_producer I_producer
1380,please look up movies produced by albert ruddy,O O O O O O B_producer I_producer
1381,list all movies produced by alfred ruddy,O O O O O B_producer I_producer
1382,search for movies produced by albert ruddy,O O O O O B_producer I_producer
1383,what movies has albert ruddy produced,O O O B_producer I_producer O
1384,what movies have albert ruddy produced,O O O B_producer I_producer O
1385,which movie was produced by albert rudy,O O O O O B_producer I_producer
1386,which all movies are produced by yash chopra,O O O O O O B_producer I_producer
1387,the camp out,B_movie I_movie I_movie
1388,get all brad pitt produced movies,O O B_producer I_producer O O
1389,what movies have brad pitt produced,O O O B_producer I_producer O
1390,what movies were produced by brad pitt,O O O O O B_producer I_producer
1391,find movies starring halle berry,O O O B_cast I_cast
1392,look for films with halle berry,O O O O B_cast I_cast
1393,search movies in which halle berry acted,O O O O B_cast I_cast O
1394,films by mel gibson,O O B_director I_director
1395,search movies made by mel gibson,O O O O B_director I_director
1396,movies by mel gibson,O O B_director I_director
1397,show me a list of movies directed by mel gibson,O O O O O O O O B_director I_director
1398,is this movie a romance,O O O O B_genre
1399,home this movie is in english,O O O O O B_language
1400,hope this movie is in english,O O O O O B_language
1401,i hope this movie would be in english,O O O O O O O B_language
1402,need to provide more info about the movie content,O O O O O O O O O
1403,was what tom cruise 's first movie,O O B_person I_person O O O
1404,is the other guys a comedy,O B_movie I_movie I_movie O B_genre
1405,what movies have robert deniro produced,O O O B_producer I_producer O
1406,find me a list of movies directed by james cameron,O O O O O O O O B_director I_director
1407,find movies directed by james cameron,O O O O B_director I_director
1408,i want to find movies by director james cameron,O O O O O O O B_director I_director
1409,list all of the movies directed by james cameron,O O O O O O O B_director I_director
1410,list movies directed by james cameron,O O O O B_director I_director
1411,watch james cameron movies,O B_director I_director O
1412,can you show me a list of all the movies directed by james cameron,O O O O O O O O O O O O B_director I_director
1413,show me a list of all the movies directed by james cameron,O O O O O O O O O O B_director I_director
1414,show me other movies produced by james cameron,O O O O O O B_producer I_producer
1415,show me the movies that james cameron has produced,O O O O O B_producer I_producer O O
1416,find me some warner bros. movies,O O O B_producer I_producer O
1417,i want to see movies produced by warner bros,O O O O O O O B_producer I_producer
1418,show me a list of all warner bros. films,O O O O O O B_producer I_producer O
1419,show me all films produced by warner bros.,O O O O O O B_producer I_producer
1420,show me the movies produced by warner bros,O O O O O O B_producer I_producer
1421,what are the films that warner bros. produced,O O O O O B_producer I_producer O
1422,i need to see some movies from warner brothers,O O O O O O O B_producer I_producer
1423,search for warner brothers movies,O O B_producer I_producer O
1424,i would love to see some movies produced by the wb,O O O O O O O O O O B_producer
1425,what movies has jj abrams procuced,O O O B_producer I_producer O
1426,show recent films starring bruce willis,O B_release_year O O B_cast I_cast
1427,list recent films with actor bruce willis,O O O O O B_cast I_cast
1428,find john cusack movies,O B_person I_person O
1429,get john cusack movies for me,O B_person I_person O O O
1430,look for john cusack movies,O O B_person I_person O
1431,look for wes anderson films,O O B_person I_person O
1432,i would like to know the names of all the movies which have george clooney in them,O O O O O O O O O O O O O B_cast I_cast O O
1433,which are some of the movies that have george clooney in them,O O O O O O O O B_cast I_cast O O
1434,show me some films produced by jon landau,O O O O O O B_producer I_producer
1435,about finding nemo,O B_movie I_movie
1436,about finding nemo,O B_movie I_movie
1437,about finding nemo,O B_movie I_movie
1438,all about finding nemo,O O B_movie I_movie
1439,detail finding nemo,O B_movie I_movie
1440,find me more about finding nemo,O O O O B_movie I_movie
1441,finding nemo,B_movie I_movie
1442,finding nemo,B_movie I_movie
1443,finding nemo details please,B_movie I_movie O O
1444,finding nemo info,B_movie I_movie O
1445,how can i get more information on finding nemo,O O O O O O O B_movie I_movie
1446,i need general information on finding nemo,O O O O O B_movie I_movie
1447,i would like to see finding nemo 's page,O O O O O B_movie I_movie O O
1448,information on finding nemo,O O B_movie I_movie
1449,information on finding nemo,O O B_movie I_movie
1450,look up finding nemo,O O B_movie I_movie
1451,open page for finding nemo,O O O B_movie I_movie
1452,please find me some info on finding nemo,O O O O O O B_movie I_movie
1453,run a search for finding nemo for me please,O O O O B_movie I_movie O O O
1454,show details of the original finding nemo,O O O O O B_movie I_movie
1455,show finding nemo,O B_movie I_movie
1456,show me finding nemo,O O B_movie I_movie
1457,show me finding nemo 's page,O O B_movie I_movie O O
1458,show me the official site for finding nemo,O O O O O O B_movie I_movie
1459,synopsis for finding nemo,O O B_movie I_movie
1460,synopsis for finding nemo,O O B_movie I_movie
1461,where can i find information on finding nemo,O O O O O O B_movie I_movie
1462,about the campaign,O B_movie I_movie
1463,i would like to get all the information about the the campaign,O O O O O O B_movie O O B_movie B_movie I_movie
1464,run a search for the campaign,O O O O B_movie I_movie
1465,the campaign,B_movie I_movie
1466,what is the campaign about,O O B_movie I_movie O
1467,show me apollo thirteen,O O B_movie I_movie
1468,frank capra movies,B_director I_director O
1469,find movies produced by castle rock entertainment,O O O O B_producer I_producer I_producer
1470,what movies does jake gyllenhaal star in,O O O B_cast I_cast O O
1471,get a list of movies with kristen stewart,O O O O O O B_cast I_cast
1472,kristen stewart top movies,B_cast I_cast O O
1473,show me all movies kristen stewart has been in,O O O O B_cast I_cast O O O
1474,what movies have kristen stewart done,O O O B_cast I_cast O
1475,which movies has kristen stewart been in,O O O B_cast I_cast O O
1476,list movie info kristen stewart,O O O B_person I_person
1477,find movie info kristenn stewart,O O O B_person I_person
1478,movie info kristen stewart,O O B_person I_person
1479,show lionsgate director movies,O B_producer O O
1480,display movies made by production lionsgate,O O O O O B_producer
1481,i want to see a list of lionsgate movies,O O O O O O O B_producer O
1482,lionsgate films,B_producer O
1483,lionsgate list,B_producer O
1484,lionsgate movies,B_producer O
1485,list lionsgate movies,O B_producer O
1486,search for lionsgate movies,O O B_producer O
1487,what movies has lionsgate done,O O O B_producer O
1488,michelle phifer movie list,B_person I_person O O
1489,find danish movies,O B_country O
1490,show me the movies acted by chiranjeevi,O O O O O O B_cast
1491,what movies has charles vidor directed,O O O B_director I_director O
1492,what other movies die charles vidor direct,O O O O B_director I_director O
1493,show me all movies by charles vidor,O O O O O B_director I_director
1495,search for foreign movies,O O O O
1496,what are some universal pictures films,O O O B_producer O O
1497,show me all the movies made by universal,O O O O O O O B_producer
1498,find historical movies,O B_subject O
1499,display the films by 7 arts,O O O O B_producer I_producer
1500,show movies done by 7 arts,O O O O B_producer I_producer
1501,can you show me a korean movie,O O O O O B_country O
1502,find korean movies,O B_country O
1503,korean movie,B_country O
1504,show me korean movies,O O B_country O
1505,i want to watch a korean movie,O O O O O B_country O
1506,find all rated pg-13 movies with eddie murphy,O O O B_mpaa_rating O O B_cast I_cast
1507,twentieth century fox movies since 1990,B_producer I_producer I_producer O O B_release_year
1508,can you show me movies starring denzel washington please,O O O O O O B_cast I_cast O
1509,i want to see movies starring denzel washington,O O O O O O B_cast I_cast
1510,please show me movies starring denzel washington,O O O O O B_cast I_cast
1511,show me movies starring denzel washington,O O O O B_cast I_cast
1512,all the movies by kareena,O O O O B_person
1513,find movies of kareena,O O O B_person
1514,kareena 's movies,B_person O O
1515,look for kareena 's movies,O O B_person O O
1516,find prison break movies,O B_subject I_subject O
1517,find movies produced by spike lee,O O O O B_producer I_producer
1518,has spike lee produced any films,O B_producer I_producer O O O
1519,search for movies produced by spike lee,O O O O O B_producer I_producer
1520,give me a list of woody allen films,O O O O O B_director I_director O
1521,show all movies directed by woody allen,O O O O O B_director I_director
1522,woody movies,B_director O
1523,please find all movies woody allen has directed,O O O O B_director I_director O O
1524,what movies were directed by woody allen,O O O O O B_director I_director
1525,which movies does gabrielle union come out in,O O O O O O O O
1526,give me anything directed by robert wise,O O O O O B_director I_director
1527,list all robert wise movies,O O B_director I_director O
1528,show me a list of movies directed by robert wise,O O O O O O O O B_director I_director
1529,what are all of the movies directed by robert wise,O O O O O O O O B_director I_director
1530,list all of the movies that have been directed by robert wise,O O O O O O O O O O B_director I_director
1531,what are all movies produced by chris nolan,O O O O O O B_producer I_producer
1532,show me movies in german,O O O O B_language
1533,display movies in german,O O O B_language
1534,do you have in movies in german,O O O O O O B_language
1535,i only want to see movies in german,O O O O O O O B_language
1536,watch movies in german language,O O O B_language I_language
1537,find films in german,O O O B_language
1538,get german language films,O B_language I_language O
1539,show movies in german,O O O B_language
1540,show back to the future movies,O B_movie I_movie I_movie I_movie O
1541,show me back to the future movies,O O B_movie I_movie I_movie I_movie O
1542,movie results for back to the future,O O O B_movie I_movie I_movie I_movie
1543,show me a list of movies that christian bale has starred in during his career,O O O O O O O B_cast I_cast O O O O O O
1544,what are all of the movies acted in by the actor christian bale,O O O O O O O O O O O B_cast I_cast
1545,what are all the movies played in by chrisian bale,O O O O O O O O B_cast I_cast
1546,what movies has christian bale acted in,O O O B_cast I_cast O O
1547,what movies has christian bale appeared in,O O O B_cast I_cast O O
1548,what movies have christian bale played in,O O O B_cast I_cast O O
1549,what movies and upcoming movies will christian bale star in,O O O O O O B_cast I_cast O O
1550,find me movies by jj abrams,O O O O B_person I_person
1551,brad pitt movie now,B_person I_person O O
1552,brad pitt movies,B_person I_person O
1553,can you please list all movies with brad pitt,O O O O O O O B_cast I_cast
1554,can you please list all movies with brad pitt,O O O O O O O B_cast I_cast
1555,can you please list the movies brad pitt has acted in,O O O O O O B_cast I_cast O O O
1556,can you show me a movie with brad pitt,O O O O O O O B_cast I_cast
1557,i want to watch movies with brad pitt,O O O O O O B_cast I_cast
1558,list all brad pitt movies,O O B_person I_person O
1559,list all brad pitt 's movies,O O B_person I_person O O
1560,list brad pitt movies,O B_person I_person O
1561,look for movies with brad pitt in them,O O O O B_cast I_cast O O
1562,movie with brad pitt,O O B_cast I_cast
1563,show all brad pitt movies,O O B_person I_person O
1564,show brad pitt movies,O B_person I_person O
1565,show me brad pitt movies,O O B_person I_person O
1566,show movies with brad pitt,O O O B_cast I_cast
1567,what movie brad pitt in,O O B_cast I_cast O
1568,what movies have brad pitt,O O O B_cast I_cast
1569,sort by all brad pitt movies,O O O B_person I_person O
1570,what movies did tom hanks direct that he also starred in,O O O B_director I_director O O O O O O
1571,show me a list of all movies directed by tom hanks starting with newest to oldest,O O O O O O O O O B_director I_director O O O O O
1572,angelina jolie 's latest movie,B_person I_person O O O
1573,movies from scotland,O O B_country
1574,give me a list of r rated movies,O O O O O B_mpaa_rating O O
1575,i want to look for movies with an r rating,O O O O O O O O B_mpaa_rating O
1576,i want to see all movies with a r rating,O O O O O O O O B_mpaa_rating O
1577,please look up r rated movies,O O O B_mpaa_rating O O
1578,rate r movies for adult enterainment,O B_mpaa_rating O O O O
1579,show me all r -rated movies,O O O B_mpaa_rating O O
1580,show me movies that are rated r,O O O O O O B_mpaa_rating
1581,find movies with r ratings,O O O B_mpaa_rating O
1582,find rated r movies,O O B_mpaa_rating O
1583,i want to find movies rated r,O O O O O O B_mpaa_rating
1584,i want to view movies that are rated r,O O O O O O O O B_mpaa_rating
1585,look up r rated movies,O O B_mpaa_rating O O
1586,movies with r rating,O O B_mpaa_rating O
1587,r - rated,B_mpaa_rating O O
1588,r rated movies,B_mpaa_rating O O
1589,show me movies with a rating of r,O O O O O O O B_mpaa_rating
1590,what are a list of movies with an r rating,O O O O O O O O B_mpaa_rating O
1591,are there any movies that are rated r,O O O O O O O B_mpaa_rating
1592,compile a list of movies with a r rating,O O O O O O O B_mpaa_rating O
1593,i want an r rated movie,O O O B_mpaa_rating O O
1594,list all rated r movies,O O O B_mpaa_rating O
1595,r rated movies,B_mpaa_rating O O
1596,search for r rated movies,O O B_mpaa_rating O O
1597,show me a list of movies with r rating,O O O O O O O B_mpaa_rating O
1598,show me all rated r movies,O O O O B_mpaa_rating O
1599,show me r movies,O O B_mpaa_rating O
1600,show me r rated movies,O O B_mpaa_rating O O
1601,show only rated r movies,O O O B_mpaa_rating O
1602,what are movies that have a r rating,O O O O O O B_mpaa_rating O
1603,which movies are rated r,O O O O B_mpaa_rating
1604,what other videos does the country norway have,O O O O O O B_country O
1605,a showing of movies that are in spanish,O O O O O O O B_language
1606,can you find movies in spanish,O O O O O B_language
1607,search for movies in spanish,O O O O B_language
1608,spanish language movies,B_language I_language O
1609,i am looking for movies in spanish,O O O O O O B_language
1610,i would like to watch movies that are spoken in spanish,O O O O O O O O O O B_language
1611,list of movies in spanish,O O O O B_language
1612,show me movies in spanish,O O O O B_language
1613,can you show me a list of movies in spanish,O O O O O O O O O B_language
1614,find movies in spanish,O O O B_language
1615,find movies in spanish,O O O B_language
1616,give me movies in spanish,O O O O B_language
1617,i would like a list of movies that have been made in spanish,O O O O O O O O O O O O B_language
1618,movies in spanish,O O B_language
1619,please make a list of movies that have been made in spanish,O O O O O O O O O O O B_language
1620,send me movies that are in spanish,O O O O O O B_language
1621,show me movies in spanish,O O O O B_language
1622,show me movies that are in spanish,O O O O O O B_language
1623,give me swedish films,O O B_country O
1624,show me mexican films,O O B_country O
1625,show me movies made in south africa,O O O O O B_country I_country
1626,list some sci fi movies,O O B_genre I_genre O
1627,show me scifi fantasy movies,O O B_genre I_genre O
1628,find scifi films,O B_genre O
1629,list scifi,O B_genre
1630,what movies did matt damon appear in,O O O B_cast I_cast O O
1631,sound of music robert wise,B_movie I_movie I_movie B_director I_director
1632,can i watch a terry george film tonight,O O O O B_director I_director O O
1633,get a list of animated films,O O O O B_genre O
1634,show me movies that are about scary zombies,O O O O O O B_subject I_subject
1635,is there a movie about the zombie apocolypse,O O O O O O B_subject I_subject
1636,i want to see a list about zombie horror films,O O O O O O O B_subject B_genre O
1637,find some zombie movies,O O B_subject O
1638,find zombie movies,O B_subject O
1639,get list of zombie movies,O O O B_subject O
1640,give me a list of zombie movies,O O O O O B_subject O
1641,i want to find zombie movies,O O O O B_subject O
1642,i want to see zombie movies,O O O O B_subject O
1643,see zombie movies,O B_subject O
1644,show me zombie movies,O O B_subject O
1645,show me zombie movies,O O B_subject O
1646,show zombie movies,O B_subject O
1647,zombie movie favorites,B_subject O O
1648,find me a movie with zombies,O O O O O B_subject
1649,show me movies about zombies,O O O O B_subject
1650,show me movies about zombies,O O O O B_subject
1651,show me movies about zombies,O O O O B_subject
1652,show movies of zombies,O O O B_subject
1653,which movies are based on zombies,O O O O O B_subject
1654,which movies have zombies in them,O O O B_subject O O
1655,movies about zombies,O O B_subject
1656,display movies of zombies,O O O B_subject
1657,get movies about zombies,O O O B_subject
1658,movies about zombies,O O B_subject
1659,i want scary zombie movies,O O B_genre B_subject O
1660,i want to see zombie movies that are scary,O O O O B_subject O O O B_genre
1661,find movies directed by niel abramson,O O O O B_director I_director
1662,zombies,B_subject
1663,what movies are directed by ridley scott,O O O O O B_director I_director
